Experiment,Test F1 Macro,Test Accuracy,Test AUC,Test Recall,Threshold
arch500x250x100x50|s99|a0.05|lr0.0003,0.7346,0.7391,0.6825,0.746,0.6
K105|ENN3|s7|a0.05|lr0.0005,0.7346,0.7391,0.746,0.746,0.775
K105|ENN3|s7|a0.05|lr0.0003,0.7346,0.7391,0.7143,0.746,0.78
K105|ENN3|s7|a0.01|lr0.001,0.7346,0.7391,0.7143,0.746,0.8
K105|ENN3|s99|a0.05|lr0.0005,0.7346,0.7391,0.7937,0.746,0.605
K90|ENN5|s33|a0.001|lr0.001,0.7346,0.7391,0.6905,0.746,0.575
K90|ENN5|s33|a0.0001|lr0.001,0.7346,0.7391,0.6905,0.746,0.575
arch500x250x100x50|s99|a0.01|lr0.0005,0.7346,0.7391,0.6984,0.746,0.62
arch500x250x100x50|s99|a0.01|lr0.0003,0.7346,0.7391,0.6825,0.746,0.6
arch500x250x100x50|s99|a0.001|lr0.0005,0.7346,0.7391,0.6984,0.746,0.62
arch500x250x100x50|s99|a0.001|lr0.0003,0.7346,0.7391,0.6825,0.746,0.6
arch500x250x100x50|s99|a0.0001|lr0.0005,0.7346,0.7391,0.6984,0.746,0.62
arch300x150x75x50x25|s99|a0.01|lr0.0005,0.7346,0.7391,0.7222,0.746,0.59
arch300x150x75x50x25|s99|a0.001|lr0.001,0.7346,0.7391,0.7143,0.746,0.625
arch300x150x75x50x25|s99|a0.001|lr0.0005,0.7346,0.7391,0.7222,0.746,0.59
arch300x200x100x50x25|s76|a0.001|lr0.0005,0.7346,0.7391,0.7222,0.746,0.575
arch300x200x100x50x25|s76|a0.0001|lr0.0005,0.7346,0.7391,0.7222,0.746,0.575
K100|ENN2|s13|a0.001|lr0.0005,0.7346,0.7391,0.7302,0.746,0.52
K100|ENN2|s13|a0.0001|lr0.0005,0.7346,0.7391,0.7302,0.746,0.52
K90|ENN2|s33|a0.01|lr0.001,0.7346,0.7391,0.7857,0.746,0.585
K100|ENN5|s0|a0.01|lr0.0005,0.7346,0.7391,0.8016,0.746,0.585
K115|ENN2|s42|a0.001|lr0.001,0.7346,0.7391,0.6984,0.746,0.605
K95|ENN2|s33|a0.05|lr0.001,0.7346,0.7391,0.6905,0.746,0.945
arch300x200x100x50x25|s76|a0.01|lr0.0005,0.7346,0.7391,0.7222,0.746,0.575
K115|ENN2|s42|a0.001|lr0.0005,0.7346,0.7391,0.7302,0.746,0.59
K115|ENN2|s42|a0.0001|lr0.001,0.7346,0.7391,0.7063,0.746,0.605
arch300x150x75x50x25|s99|a0.05|lr0.001,0.7346,0.7391,0.7143,0.746,0.625
arch300x150x75x50x25|s99|a0.05|lr0.0005,0.7346,0.7391,0.7222,0.746,0.59
arch300x150x75x50x25|s99|a0.01|lr0.001,0.7346,0.7391,0.7143,0.746,0.625
arch500x250x100x50|s99|a0.0001|lr0.0003,0.7346,0.7391,0.6825,0.746,0.6
K113|ENN2|s76|a0.05|lr0.0005,0.7346,0.7391,0.746,0.746,0.72
K113|ENN2|s76|a0.05|lr0.0003,0.7346,0.7391,0.754,0.746,0.69
K113|ENN2|s76|a0.01|lr0.0005,0.7346,0.7391,0.754,0.746,0.705
K113|ENN2|s76|a0.01|lr0.0003,0.7346,0.7391,0.754,0.746,0.69
K113|ENN2|s76|a0.001|lr0.001,0.7346,0.7391,0.746,0.746,0.755
K113|ENN2|s76|a0.001|lr0.0005,0.7346,0.7391,0.754,0.746,0.705
K113|ENN2|s76|a0.001|lr0.0003,0.7346,0.7391,0.754,0.746,0.69
arch200x150x100x50|s76|a0.05|lr0.0005,0.7346,0.7391,0.6984,0.746,0.5
arch200x150x100x50|s76|a0.05|lr0.0003,0.7346,0.7391,0.7063,0.746,0.5
arch200x150x100x50|s76|a0.01|lr0.0005,0.7346,0.7391,0.6984,0.746,0.5
K111|ENN3|s42|a0.0001|lr0.001,0.7346,0.7391,0.7937,0.746,0.705
K90|ENN2|s33|a0.05|lr0.001,0.7346,0.7391,0.7857,0.746,0.585
arch300x200x100x50x25|s76|a0.05|lr0.0005,0.7346,0.7391,0.7222,0.746,0.575
K105|ENN5|s13|a0.05|lr0.0005,0.7346,0.7391,0.6667,0.746,0.615
K105|ENN5|s13|a0.01|lr0.0005,0.7346,0.7391,0.6746,0.746,0.62
K105|ENN5|s13|a0.001|lr0.0005,0.7346,0.7391,0.6746,0.746,0.62
K90|ENN4|s21|a0.0001|lr0.0003,0.7346,0.7391,0.7302,0.746,0.565
K130|ENN5|s99|a0.001|lr0.0005,0.7346,0.7391,0.7381,0.746,0.565
K130|ENN5|s99|a0.0001|lr0.0005,0.7346,0.7391,0.7381,0.746,0.565
arch600x300x150x75|s42|a0.05|lr0.0005,0.7346,0.7391,0.7937,0.746,0.595
arch600x300x150x75|s42|a0.01|lr0.0005,0.7346,0.7391,0.7937,0.746,0.595
arch600x300x150x75|s42|a0.001|lr0.0005,0.7346,0.7391,0.7937,0.746,0.595
K110|ENN5|s13|a0.001|lr0.0003,0.7346,0.7391,0.6825,0.746,0.775
K90|ENN5|s33|a0.01|lr0.001,0.7346,0.7391,0.6825,0.746,0.575
K90|ENN2|s33|a0.001|lr0.001,0.7346,0.7391,0.7857,0.746,0.585
K90|ENN2|s33|a0.0001|lr0.001,0.7346,0.7391,0.7857,0.746,0.585
K113|ENN4|s76|a0.001|lr0.0003,0.7346,0.7391,0.7222,0.746,0.56
K113|ENN4|s76|a0.0001|lr0.0003,0.7346,0.7391,0.7222,0.746,0.56
arch300x150x75x50x25|s99|a0.0001|lr0.001,0.7346,0.7391,0.7143,0.746,0.625
arch300x150x75x50x25|s99|a0.0001|lr0.0005,0.7346,0.7391,0.7222,0.746,0.59
K100|ENN5|s0|a0.001|lr0.0005,0.7346,0.7391,0.7937,0.746,0.585
K100|ENN5|s0|a0.0001|lr0.0005,0.7346,0.7391,0.8016,0.746,0.585
arch200x150x100x50|s76|a0.01|lr0.0003,0.7346,0.7391,0.6984,0.746,0.5
K90|ENN4|s21|a0.05|lr0.0003,0.7346,0.7391,0.7302,0.746,0.565
K115|ENN2|s42|a0.05|lr0.001,0.7346,0.7391,0.7063,0.746,0.605
K115|ENN2|s42|a0.05|lr0.0005,0.7346,0.7391,0.7302,0.746,0.59
K115|ENN2|s42|a0.01|lr0.001,0.7346,0.7391,0.7063,0.746,0.605
K115|ENN2|s42|a0.01|lr0.0005,0.7346,0.7391,0.7302,0.746,0.59
K115|ENN2|s42|a0.0001|lr0.0005,0.7346,0.7391,0.7302,0.746,0.59
K111|ENN3|s42|a0.05|lr0.001,0.7346,0.7391,0.7937,0.746,0.705
K111|ENN3|s42|a0.01|lr0.001,0.7346,0.7391,0.7937,0.746,0.705
K111|ENN3|s42|a0.001|lr0.001,0.7346,0.7391,0.7937,0.746,0.705
K111|ENN2|s7|a0.05|lr0.0005,0.7346,0.7391,0.6984,0.746,0.81
K111|ENN2|s7|a0.05|lr0.0003,0.7346,0.7391,0.6984,0.746,0.795
K111|ENN2|s7|a0.01|lr0.0005,0.7346,0.7391,0.6984,0.746,0.815
K111|ENN2|s7|a0.01|lr0.0003,0.7346,0.7391,0.6984,0.746,0.805
K111|ENN2|s7|a0.001|lr0.0005,0.7346,0.7391,0.6984,0.746,0.815
K111|ENN2|s7|a0.001|lr0.0003,0.7346,0.7391,0.6984,0.746,0.805
K111|ENN2|s7|a0.0001|lr0.0005,0.7346,0.7391,0.6984,0.746,0.815
K111|ENN2|s7|a0.0001|lr0.0003,0.7346,0.7391,0.6905,0.746,0.805
K115|ENN5|s76|a0.05|lr0.001,0.7346,0.7391,0.7222,0.746,0.555
K115|ENN5|s76|a0.01|lr0.001,0.7346,0.7391,0.7302,0.746,0.555
K115|ENN5|s76|a0.001|lr0.001,0.7346,0.7391,0.7302,0.746,0.555
K115|ENN5|s76|a0.0001|lr0.001,0.7346,0.7391,0.7302,0.746,0.555
arch200x150x100x50|s76|a0.001|lr0.0005,0.7346,0.7391,0.6984,0.746,0.5
arch200x150x100x50|s76|a0.001|lr0.0003,0.7346,0.7391,0.6984,0.746,0.5
K120|ENN4|s76|a0.05|lr0.0003,0.7346,0.7391,0.7063,0.746,0.485
K120|ENN4|s76|a0.01|lr0.0003,0.7346,0.7391,0.7063,0.746,0.485
K120|ENN4|s76|a0.001|lr0.0003,0.7346,0.7391,0.7063,0.746,0.485
K120|ENN4|s76|a0.0001|lr0.0003,0.7346,0.7391,0.7063,0.746,0.485
arch200x150x100x50|s76|a0.0001|lr0.0005,0.7346,0.7391,0.6984,0.746,0.5
arch200x150x100x50|s13|a0.05|lr0.0005,0.7346,0.7391,0.7381,0.746,0.545
arch200x150x100x50|s13|a0.01|lr0.0005,0.7346,0.7391,0.7381,0.746,0.545
arch200x150x100x50|s13|a0.001|lr0.0005,0.7346,0.7391,0.7381,0.746,0.545
arch400x300x200x100|s7|a0.0001|lr0.0005,0.7346,0.7391,0.7619,0.746,0.54
K120|ENN2|s99|a0.05|lr0.0003,0.7346,0.7391,0.6984,0.746,0.515
K90|ENN5|s33|a0.05|lr0.001,0.7346,0.7391,0.6905,0.746,0.575
K110|ENN3|s7|a0.0001|lr0.001,0.7346,0.7391,0.746,0.746,0.77
K110|ENN3|s7|a0.05|lr0.001,0.7346,0.7391,0.7222,0.746,0.745
K110|ENN3|s7|a0.05|lr0.0005,0.7346,0.7391,0.7381,0.746,0.755
K110|ENN3|s7|a0.01|lr0.001,0.7346,0.7391,0.746,0.746,0.77
K110|ENN3|s7|a0.01|lr0.0005,0.7346,0.7391,0.7381,0.746,0.76
K110|ENN3|s7|a0.001|lr0.001,0.7346,0.7391,0.7381,0.746,0.755
K107|ENN4|s76|a0.01|lr0.0003,0.7346,0.7391,0.7222,0.746,0.545
K107|ENN4|s76|a0.001|lr0.0003,0.7346,0.7391,0.7222,0.746,0.545
K107|ENN4|s76|a0.0001|lr0.0003,0.7346,0.7391,0.7222,0.746,0.545
K107|ENN4|s76|a0.05|lr0.0003,0.7346,0.7391,0.7222,0.746,0.545
K109|ENN2|s7|a0.01|lr0.001,0.7346,0.7391,0.6825,0.746,0.895
K113|ENN4|s13|a0.05|lr0.0005,0.7346,0.7391,0.754,0.746,0.94
K113|ENN3|s13|a0.05|lr0.001,0.7346,0.7391,0.7222,0.746,0.9
K113|ENN3|s13|a0.01|lr0.001,0.7346,0.7391,0.7222,0.746,0.905
K105|ENN3|s7|a0.01|lr0.0005,0.7346,0.7391,0.7302,0.746,0.78
K105|ENN3|s7|a0.01|lr0.0003,0.7346,0.7391,0.7222,0.746,0.78
K105|ENN3|s7|a0.001|lr0.0005,0.7346,0.7391,0.7302,0.746,0.78
K105|ENN3|s7|a0.001|lr0.0003,0.7346,0.7391,0.7302,0.746,0.78
K105|ENN3|s7|a0.0001|lr0.001,0.7346,0.7391,0.7302,0.746,0.8
K105|ENN3|s7|a0.0001|lr0.0005,0.7346,0.7391,0.7302,0.746,0.78
K113|ENN4|s76|a0.05|lr0.0003,0.7346,0.7391,0.7222,0.746,0.56
K113|ENN4|s76|a0.01|lr0.0003,0.7346,0.7391,0.7222,0.746,0.56
K110|ENN4|s0|a0.05|lr0.0003,0.7346,0.7391,0.7063,0.746,0.825
K110|ENN4|s0|a0.01|lr0.001,0.7346,0.7391,0.7143,0.746,0.87
K110|ENN4|s0|a0.01|lr0.0005,0.7346,0.7391,0.7222,0.746,0.85
K110|ENN4|s0|a0.01|lr0.0003,0.7346,0.7391,0.7143,0.746,0.83
K110|ENN4|s0|a0.001|lr0.001,0.7346,0.7391,0.7143,0.746,0.875
K110|ENN4|s0|a0.001|lr0.0005,0.7346,0.7391,0.7143,0.746,0.85
K110|ENN4|s0|a0.001|lr0.0003,0.7346,0.7391,0.7143,0.746,0.835
K110|ENN4|s0|a0.0001|lr0.001,0.7346,0.7391,0.7143,0.746,0.875
K110|ENN4|s0|a0.0001|lr0.0005,0.7346,0.7391,0.7222,0.746,0.85
K110|ENN4|s0|a0.0001|lr0.0003,0.7346,0.7391,0.7143,0.746,0.835
arch300x200x100x50x25|s42|a0.0001|lr0.0005,0.7346,0.7391,0.6984,0.746,0.85
arch300x200x100x50x25|s42|a0.0001|lr0.0003,0.7346,0.7391,0.6905,0.746,0.82
K110|ENN4|s0|a0.05|lr0.001,0.7346,0.7391,0.7063,0.746,0.865
arch200x150x100x50|s13|a0.0001|lr0.0005,0.7346,0.7391,0.7381,0.746,0.545
K110|ENN4|s0|a0.05|lr0.0005,0.7346,0.7391,0.7222,0.746,0.845
K120|ENN2|s99|a0.01|lr0.0003,0.7346,0.7391,0.6905,0.746,0.515
K120|ENN2|s99|a0.001|lr0.0003,0.7346,0.7391,0.6905,0.746,0.515
K120|ENN2|s99|a0.0001|lr0.0003,0.7346,0.7391,0.6905,0.746,0.515
arch200x150x100x50|s76|a0.0001|lr0.0003,0.7346,0.7391,0.6984,0.746,0.5
K90|ENN4|s76|a0.05|lr0.0003,0.7346,0.7391,0.754,0.746,0.635
K90|ENN4|s76|a0.01|lr0.001,0.7346,0.7391,0.746,0.746,0.655
K95|ENN2|s33|a0.0001|lr0.0005,0.7346,0.7391,0.7302,0.746,0.925
K100|ENN2|s13|a0.05|lr0.0005,0.7346,0.7391,0.7302,0.746,0.52
K95|ENN2|s33|a0.05|lr0.0005,0.7346,0.7391,0.7143,0.746,0.915
K95|ENN2|s33|a0.01|lr0.0005,0.7346,0.7391,0.7143,0.746,0.92
K90|ENN4|s76|a0.05|lr0.001,0.7346,0.7391,0.746,0.746,0.655
K90|ENN4|s76|a0.05|lr0.0005,0.7346,0.7391,0.7619,0.746,0.655
arch400x300x200x100|s7|a0.05|lr0.0005,0.7346,0.7391,0.754,0.746,0.54
arch400x300x200x100|s7|a0.01|lr0.0005,0.7346,0.7391,0.7619,0.746,0.54
K113|ENN3|s13|a0.0001|lr0.001,0.7346,0.7391,0.7222,0.746,0.905
K113|ENN3|s76|a0.01|lr0.0003,0.7346,0.7391,0.6984,0.746,0.545
K113|ENN3|s76|a0.001|lr0.0003,0.7346,0.7391,0.6984,0.746,0.545
K113|ENN3|s76|a0.0001|lr0.0003,0.7346,0.7391,0.6984,0.746,0.545
arch300x200x100x50x25|s42|a0.05|lr0.0005,0.7346,0.7391,0.6984,0.746,0.85
arch300x200x100x50x25|s42|a0.05|lr0.0003,0.7346,0.7391,0.6905,0.746,0.81
arch300x200x100x50x25|s42|a0.01|lr0.0005,0.7346,0.7391,0.6984,0.746,0.855
arch300x200x100x50x25|s42|a0.01|lr0.0003,0.7346,0.7391,0.6905,0.746,0.825
arch300x200x100x50x25|s42|a0.001|lr0.0005,0.7346,0.7391,0.6984,0.746,0.85
arch300x200x100x50x25|s42|a0.001|lr0.0003,0.7346,0.7391,0.6905,0.746,0.82
K120|ENN2|s76|a0.05|lr0.001,0.7346,0.7391,0.6667,0.746,0.705
K120|ENN2|s76|a0.01|lr0.001,0.7346,0.7391,0.6746,0.746,0.71
K120|ENN2|s76|a0.001|lr0.001,0.7346,0.7391,0.6746,0.746,0.71
K120|ENN2|s76|a0.0001|lr0.001,0.7346,0.7391,0.6825,0.746,0.71
K90|ENN4|s76|a0.001|lr0.0003,0.7346,0.7391,0.754,0.746,0.64
K90|ENN4|s76|a0.0001|lr0.001,0.7346,0.7391,0.754,0.746,0.66
K90|ENN4|s76|a0.0001|lr0.0005,0.7346,0.7391,0.7619,0.746,0.655
K90|ENN4|s76|a0.0001|lr0.0003,0.7346,0.7391,0.754,0.746,0.64
K95|ENN2|s33|a0.001|lr0.0005,0.7346,0.7391,0.7302,0.746,0.925
arch256x128x64x32|s76|a0.0001|lr0.0005,0.7319,0.7826,0.6508,0.7222,0.8
arch256x128x64x32|s76|a0.001|lr0.0005,0.7319,0.7826,0.6508,0.7222,0.8
arch400x300x200x100|s42|a0.001|lr0.0003,0.7319,0.7826,0.7381,0.7222,0.875
arch256x128x64x32|s76|a0.01|lr0.0005,0.7319,0.7826,0.6508,0.7222,0.8
K113|ENN3|s33|a0.0001|lr0.0003,0.7319,0.7826,0.5952,0.7222,0.55
K113|ENN3|s33|a0.0001|lr0.0005,0.7319,0.7826,0.5873,0.7222,0.57
K90|ENN2|s42|a0.0001|lr0.001,0.7319,0.7826,0.754,0.7222,0.575
K90|ENN2|s42|a0.001|lr0.001,0.7319,0.7826,0.7619,0.7222,0.575
K90|ENN2|s42|a0.05|lr0.001,0.7319,0.7826,0.7619,0.7222,0.575
K90|ENN2|s42|a0.01|lr0.001,0.7319,0.7826,0.7698,0.7222,0.575
arch400x300x200x100|s0|a0.05|lr0.001,0.7319,0.7826,0.6825,0.7222,0.645
K107|ENN3|s13|a0.0001|lr0.0005,0.7319,0.7826,0.6825,0.7222,0.705
K107|ENN3|s13|a0.0001|lr0.001,0.7319,0.7826,0.6984,0.7222,0.69
K107|ENN3|s13|a0.001|lr0.0003,0.7319,0.7826,0.6825,0.7222,0.715
K107|ENN3|s13|a0.001|lr0.0005,0.7319,0.7826,0.6825,0.7222,0.705
K107|ENN3|s13|a0.001|lr0.001,0.7319,0.7826,0.6984,0.7222,0.69
K107|ENN3|s13|a0.01|lr0.0003,0.7319,0.7826,0.6905,0.7222,0.715
K107|ENN3|s13|a0.01|lr0.0005,0.7319,0.7826,0.6825,0.7222,0.705
K107|ENN3|s13|a0.01|lr0.001,0.7319,0.7826,0.6905,0.7222,0.69
K107|ENN3|s13|a0.05|lr0.0003,0.7319,0.7826,0.6905,0.7222,0.715
K107|ENN3|s13|a0.05|lr0.0005,0.7319,0.7826,0.6825,0.7222,0.705
K107|ENN3|s13|a0.05|lr0.001,0.7319,0.7826,0.6905,0.7222,0.69
K107|ENN3|s13|a0.0001|lr0.0003,0.7319,0.7826,0.6825,0.7222,0.715
K109|ENN3|s0|a0.05|lr0.001,0.7319,0.7826,0.6508,0.7222,0.74
arch600x300x150x75|s7|a0.05|lr0.0003,0.7319,0.7826,0.6746,0.7222,0.555
arch600x300x150x75|s7|a0.05|lr0.0005,0.7319,0.7826,0.6587,0.7222,0.54
K107|ENN3|s99|a0.01|lr0.001,0.7319,0.7826,0.7143,0.7222,0.91
K107|ENN3|s99|a0.0001|lr0.001,0.7319,0.7826,0.7143,0.7222,0.91
K107|ENN3|s99|a0.001|lr0.001,0.7319,0.7826,0.7143,0.7222,0.91
K107|ENN3|s76|a0.0001|lr0.0003,0.7319,0.7826,0.6984,0.7222,0.69
K107|ENN3|s76|a0.0001|lr0.0005,0.7319,0.7826,0.6984,0.7222,0.705
K107|ENN3|s76|a0.001|lr0.0003,0.7319,0.7826,0.6984,0.7222,0.69
K107|ENN3|s76|a0.001|lr0.0005,0.7319,0.7826,0.6984,0.7222,0.705
K107|ENN3|s76|a0.01|lr0.0003,0.7319,0.7826,0.6984,0.7222,0.69
K107|ENN3|s76|a0.01|lr0.0005,0.7319,0.7826,0.6984,0.7222,0.705
K107|ENN3|s76|a0.05|lr0.0003,0.7319,0.7826,0.6984,0.7222,0.69
K105|ENN2|s0|a0.0001|lr0.0003,0.7319,0.7826,0.6825,0.7222,0.635
arch600x300x150x75|s7|a0.01|lr0.0005,0.7319,0.7826,0.6587,0.7222,0.54
K105|ENN2|s0|a0.001|lr0.0003,0.7319,0.7826,0.6825,0.7222,0.635
K105|ENN2|s0|a0.01|lr0.0003,0.7319,0.7826,0.6825,0.7222,0.635
arch300x150x75x25|s99|a0.0001|lr0.0005,0.7319,0.7826,0.6905,0.7222,0.775
arch300x150x75x25|s99|a0.0001|lr0.001,0.7319,0.7826,0.6984,0.7222,0.805
K107|ENN3|s99|a0.05|lr0.001,0.7319,0.7826,0.7063,0.7222,0.91
arch300x150x75x25|s99|a0.001|lr0.0005,0.7319,0.7826,0.6905,0.7222,0.775
arch300x150x75x25|s99|a0.001|lr0.001,0.7319,0.7826,0.6984,0.7222,0.805
arch300x150x75x25|s99|a0.01|lr0.001,0.7319,0.7826,0.6984,0.7222,0.805
arch300x150x75x25|s99|a0.05|lr0.001,0.7319,0.7826,0.6984,0.7222,0.805
K105|ENN2|s0|a0.05|lr0.0003,0.7319,0.7826,0.6825,0.7222,0.635
arch400x300x200x100|s7|a0.0001|lr0.0003,0.7319,0.7826,0.754,0.7222,0.565
K112|ENN3|s0|a0.01|lr0.0005,0.7319,0.7826,0.5714,0.7222,0.66
K112|ENN3|s0|a0.01|lr0.001,0.7319,0.7826,0.6032,0.7222,0.715
K108|ENN4|s7|a0.01|lr0.001,0.7319,0.7826,0.7302,0.7222,0.81
K108|ENN4|s7|a0.05|lr0.001,0.7319,0.7826,0.7302,0.7222,0.81
K112|ENN3|s0|a0.001|lr0.001,0.7319,0.7826,0.6032,0.7222,0.715
arch300x150x75x50x25|s76|a0.0001|lr0.0003,0.7319,0.7826,0.5556,0.7222,0.535
arch300x150x75x50x25|s76|a0.0001|lr0.0005,0.7319,0.7826,0.5556,0.7222,0.535
arch300x150x75x50x25|s76|a0.0001|lr0.001,0.7319,0.7826,0.5714,0.7222,0.555
arch300x150x75x50x25|s76|a0.001|lr0.0003,0.7319,0.7826,0.5556,0.7222,0.535
arch300x150x75x50x25|s76|a0.001|lr0.0005,0.7319,0.7826,0.5556,0.7222,0.535
K109|ENN3|s0|a0.0001|lr0.001,0.7319,0.7826,0.6508,0.7222,0.74
K109|ENN3|s0|a0.001|lr0.001,0.7319,0.7826,0.6508,0.7222,0.74
K109|ENN3|s0|a0.01|lr0.001,0.7319,0.7826,0.6508,0.7222,0.74
K107|ENN2|s13|a0.01|lr0.0005,0.7319,0.7826,0.6508,0.7222,0.605
K107|ENN2|s13|a0.01|lr0.001,0.7319,0.7826,0.6587,0.7222,0.605
K107|ENN2|s13|a0.05|lr0.0003,0.7319,0.7826,0.6429,0.7222,0.6
K107|ENN2|s13|a0.05|lr0.0005,0.7319,0.7826,0.6508,0.7222,0.605
K107|ENN2|s13|a0.05|lr0.001,0.7319,0.7826,0.6508,0.7222,0.6
arch300x150x75x50x25|s76|a0.01|lr0.0003,0.7319,0.7826,0.5556,0.7222,0.53
arch300x150x75x50x25|s76|a0.01|lr0.0005,0.7319,0.7826,0.5556,0.7222,0.535
arch300x150x75x50x25|s76|a0.01|lr0.001,0.7319,0.7826,0.5714,0.7222,0.555
arch300x150x75x50x25|s76|a0.05|lr0.0003,0.7319,0.7826,0.5476,0.7222,0.53
arch300x150x75x50x25|s76|a0.05|lr0.0005,0.7319,0.7826,0.5556,0.7222,0.535
arch300x150x75x50x25|s76|a0.05|lr0.001,0.7319,0.7826,0.5635,0.7222,0.555
K112|ENN3|s0|a0.05|lr0.0005,0.7319,0.7826,0.5714,0.7222,0.66
K112|ENN3|s0|a0.05|lr0.001,0.7319,0.7826,0.6032,0.7222,0.71
arch300x200x100x50x25|s76|a0.05|lr0.0003,0.7319,0.7826,0.6825,0.7222,0.635
K107|ENN2|s13|a0.001|lr0.0003,0.7319,0.7826,0.6508,0.7222,0.6
K107|ENN2|s13|a0.001|lr0.0005,0.7319,0.7826,0.6508,0.7222,0.605
K107|ENN2|s13|a0.001|lr0.001,0.7319,0.7826,0.6587,0.7222,0.605
K107|ENN2|s13|a0.01|lr0.0003,0.7319,0.7826,0.6429,0.7222,0.6
K115|ENN2|s76|a0.01|lr0.001,0.7319,0.7826,0.7143,0.7222,0.59
arch300x200x100x50x25|s76|a0.01|lr0.0003,0.7319,0.7826,0.6825,0.7222,0.635
K112|ENN3|s0|a0.0001|lr0.0005,0.7319,0.7826,0.5714,0.7222,0.66
K112|ENN3|s0|a0.0001|lr0.001,0.7319,0.7826,0.6032,0.7222,0.715
K112|ENN3|s0|a0.001|lr0.0005,0.7319,0.7826,0.5714,0.7222,0.66
K107|ENN5|s13|a0.0001|lr0.001,0.7319,0.7826,0.619,0.7222,0.61
K107|ENN5|s13|a0.001|lr0.001,0.7319,0.7826,0.619,0.7222,0.61
arch300x150x75x50x25|s76|a0.001|lr0.001,0.7319,0.7826,0.5714,0.7222,0.555
K107|ENN5|s99|a0.0001|lr0.0003,0.7319,0.7826,0.6825,0.7222,0.825
K107|ENN5|s13|a0.01|lr0.0005,0.7319,0.7826,0.6111,0.7222,0.585
K107|ENN5|s13|a0.01|lr0.001,0.7319,0.7826,0.6111,0.7222,0.61
arch300x200x100x50x25|s76|a0.0001|lr0.0003,0.7319,0.7826,0.6825,0.7222,0.635
arch300x200x100x50x25|s76|a0.001|lr0.0003,0.7319,0.7826,0.6825,0.7222,0.635
K115|ENN2|s76|a0.05|lr0.001,0.7319,0.7826,0.7063,0.7222,0.59
arch400x300x200x100|s7|a0.001|lr0.0003,0.7319,0.7826,0.754,0.7222,0.565
K107|ENN5|s99|a0.05|lr0.0003,0.7319,0.7826,0.6825,0.7222,0.825
K107|ENN5|s99|a0.05|lr0.0005,0.7319,0.7826,0.6905,0.7222,0.84
K107|ENN5|s99|a0.05|lr0.001,0.7319,0.7826,0.6984,0.7222,0.87
arch300x200x100x50x25|s99|a0.0001|lr0.0003,0.7319,0.7826,0.7381,0.7222,0.805
arch300x200x100x50x25|s99|a0.01|lr0.0003,0.7319,0.7826,0.7381,0.7222,0.8
arch300x200x100x50x25|s99|a0.05|lr0.0003,0.7319,0.7826,0.746,0.7222,0.795
arch600x300x150x75|s7|a0.0001|lr0.0003,0.7319,0.7826,0.6746,0.7222,0.555
arch600x300x150x75|s7|a0.0001|lr0.0005,0.7319,0.7826,0.6587,0.7222,0.54
arch600x300x150x75|s7|a0.001|lr0.0003,0.7319,0.7826,0.6746,0.7222,0.555
arch600x300x150x75|s7|a0.001|lr0.0005,0.7319,0.7826,0.6587,0.7222,0.54
arch600x300x150x75|s7|a0.01|lr0.0003,0.7319,0.7826,0.6746,0.7222,0.555
K107|ENN2|s13|a0.0001|lr0.0003,0.7319,0.7826,0.6429,0.7222,0.6
K107|ENN2|s13|a0.0001|lr0.0005,0.7319,0.7826,0.6508,0.7222,0.605
K107|ENN2|s13|a0.0001|lr0.001,0.7319,0.7826,0.6587,0.7222,0.605
arch400x200x100x50|s0|a0.001|lr0.001,0.7319,0.7826,0.754,0.7222,0.73
arch400x200x100x50|s0|a0.01|lr0.001,0.7319,0.7826,0.754,0.7222,0.73
arch400x200x100x50|s0|a0.05|lr0.001,0.7319,0.7826,0.754,0.7222,0.735
K111|ENN3|s99|a0.0001|lr0.001,0.7319,0.7826,0.619,0.7222,0.635
K107|ENN5|s99|a0.0001|lr0.0005,0.7319,0.7826,0.6905,0.7222,0.84
K107|ENN5|s99|a0.0001|lr0.001,0.7319,0.7826,0.6905,0.7222,0.87
K107|ENN5|s99|a0.001|lr0.0003,0.7319,0.7826,0.6825,0.7222,0.825
K107|ENN5|s99|a0.001|lr0.0005,0.7319,0.7826,0.6984,0.7222,0.84
K107|ENN5|s99|a0.001|lr0.001,0.7319,0.7826,0.6905,0.7222,0.87
K107|ENN5|s99|a0.01|lr0.0003,0.7319,0.7826,0.6825,0.7222,0.825
K107|ENN5|s99|a0.01|lr0.0005,0.7319,0.7826,0.6905,0.7222,0.84
K107|ENN5|s99|a0.01|lr0.001,0.7319,0.7826,0.6905,0.7222,0.87
K107|ENN5|s13|a0.05|lr0.0005,0.7319,0.7826,0.6111,0.7222,0.585
K107|ENN5|s13|a0.05|lr0.001,0.7319,0.7826,0.6111,0.7222,0.61
K130|ENN5|s7|a0.0001|lr0.0003,0.7319,0.7826,0.6032,0.7222,0.91
K105|ENN5|s0|a0.001|lr0.0003,0.7319,0.7826,0.5794,0.7222,0.555
K110|ENN2|s99|a0.0001|lr0.0003,0.7319,0.7826,0.7063,0.7222,0.705
K110|ENN2|s99|a0.001|lr0.0003,0.7319,0.7826,0.7063,0.7222,0.705
K110|ENN2|s99|a0.01|lr0.0003,0.7319,0.7826,0.7063,0.7222,0.705
K110|ENN2|s99|a0.05|lr0.0003,0.7319,0.7826,0.7063,0.7222,0.705
