Experiment,Test F1 Macro,Test Accuracy,Test AUC,Test Recall,Threshold
MLP_s145_a0.05_lr0.0005,0.5208,0.5652,0.4524,0.5238,0.53
MLP_s104_a0.001_lr0.001,0.5208,0.5652,0.4127,0.5238,0.51
MLP_s104_a0.001_lr0.0005,0.5208,0.5652,0.4286,0.5238,0.51
MLP_s104_a0.01_lr0.0005,0.5208,0.5652,0.4206,0.5238,0.51
K150|smote|a0.05|s99,0.5208,0.5652,0.4444,0.5238,0.39
MLP_s41_a0.001_lr0.001,0.5208,0.5652,0.4365,0.5238,0.47
MLP_s292_a0.001_lr0.001,0.5208,0.5652,0.3968,0.5238,0.51
MLP_s292_a0.01_lr0.001,0.5208,0.5652,0.3968,0.5238,0.51
MLP_s28_a0.05_lr0.001,0.5208,0.5652,0.3968,0.5238,0.53
K110|tomek|a0.001|s42,0.5208,0.5652,0.3968,0.5238,0.49
SM_K120|border|s42|a0.001,0.5208,0.5652,0.4048,0.5238,0.46
MLP_s82_a0.05_lr0.001,0.5208,0.5652,0.3968,0.5238,0.47
MLP_s126_a0.01_lr0.0005,0.5208,0.5652,0.4762,0.5238,0.41
MLP_s104_a0.01_lr0.001,0.5208,0.5652,0.4127,0.5238,0.51
MLP_s247_a0.01_lr0.001,0.5208,0.5652,0.5159,0.5238,0.83
MLP_s247_a0.001_lr0.001,0.5208,0.5652,0.5,0.5238,0.76
MLP_s104_a0.05_lr0.0005,0.5208,0.5652,0.4127,0.5238,0.51
K60|adasyn|a0.01|s0,0.5181,0.5217,0.4444,0.5278,0.17
MLP_s133_a0.001_lr0.001,0.5181,0.5217,0.3651,0.5278,0.28
K70|smote|a0.05|s13,0.5181,0.5217,0.4206,0.5675,0.16
K80|smote|a0.001|s42,0.5181,0.5217,0.4206,0.5278,0.23
MLP_s53_a0.001_lr0.0005,0.5181,0.5217,0.4286,0.5278,0.28
MLP_s233_a0.01_lr0.001,0.5181,0.5217,0.3968,0.5675,0.1
MLP_s233_a0.001_lr0.001,0.5181,0.5217,0.3968,0.5675,0.1
K70|smote|a0.001|s13,0.5181,0.5217,0.4127,0.5675,0.15
K70|smote|a0.01|s13,0.5181,0.5217,0.4206,0.5675,0.15
K70|adasyn|a0.05|s0,0.5181,0.5217,0.4683,0.5675,0.1
K70|adasyn|a0.01|s0,0.5181,0.5217,0.4762,0.5675,0.1
W3.0|K120|s42|a0.001,0.5181,0.5217,0.5397,0.5675,0.43
W5.0|K120|s42|a0.001,0.5181,0.5217,0.5397,0.5675,0.43
MLP_s77_a0.001_lr0.0005,0.5181,0.5217,0.3968,0.5278,0.1
MLP_s65_a0.05_lr0.0005,0.5181,0.5217,0.4524,0.5278,0.43
MLP_s65_a0.01_lr0.0005,0.5181,0.5217,0.4524,0.5278,0.43
MLP_s25_a0.001_lr0.001,0.5181,0.5217,0.4683,0.5278,0.1
SM_K150|enn|s76|a0.001,0.5181,0.5217,0.4127,0.5278,0.54
SM_K150|enn|s76|a0.01,0.5181,0.5217,0.4127,0.5278,0.54
W5.0|K120|s42|a0.01,0.5181,0.5217,0.5397,0.5675,0.43
MLP_s65_a0.001_lr0.0005,0.5181,0.5217,0.4603,0.5278,0.43
MLP_s90_a0.001_lr0.0005,0.5181,0.5217,0.3968,0.5278,0.27
MLP_s90_a0.01_lr0.0005,0.5181,0.5217,0.3968,0.5278,0.26
MLP_s233_a0.05_lr0.001,0.5181,0.5217,0.3889,0.5675,0.1
K60|adasyn|a0.05|s0,0.5181,0.5217,0.4444,0.5278,0.18
K70|border|a0.001|s13,0.5181,0.5217,0.4127,0.5278,0.3
K70|border|a0.05|s13,0.5181,0.5217,0.4127,0.5278,0.3
MLP_s136_a0.05_lr0.0005,0.5181,0.5217,0.4206,0.5675,0.3
K80|smote|a0.05|s42,0.5181,0.5217,0.4286,0.5278,0.22
MLP_s53_a0.01_lr0.0005,0.5181,0.5217,0.4048,0.5278,0.28
MLP_s90_a0.05_lr0.0005,0.5181,0.5217,0.3889,0.5278,0.26
W5.0|K120|s42|a0.05,0.5181,0.5217,0.5397,0.5675,0.43
W6.0|K120|s42|a0.001,0.5181,0.5217,0.5397,0.5675,0.43
W6.0|K120|s42|a0.01,0.5181,0.5217,0.5397,0.5675,0.43
W6.0|K120|s42|a0.05,0.5181,0.5217,0.5397,0.5675,0.43
K80|smote|a0.01|s42,0.5181,0.5217,0.4286,0.5278,0.22
W4.0|K120|s42|a0.05,0.5181,0.5217,0.5397,0.5675,0.43
MLP_s118_a0.001_lr0.0005,0.5181,0.5217,0.4762,0.5278,0.25
W2.0|K80|s13|a0.01,0.5181,0.5217,0.4444,0.5278,0.32
MLP_s25_a0.05_lr0.001,0.5181,0.5217,0.4603,0.5278,0.1
W2.0|K80|s13|a0.05,0.5181,0.5217,0.4365,0.5278,0.31
W2.0|K80|s13|a0.001,0.5181,0.5217,0.4524,0.5278,0.32
K70|adasyn|a0.001|s0,0.5181,0.5217,0.4762,0.5278,0.15
MLP_s130_a0.05_lr0.001,0.5181,0.5217,0.4762,0.5278,0.1
MLP_s127_a0.001_lr0.001,0.5181,0.5217,0.4683,0.5278,0.23
W2.0|K120|s42|a0.001,0.5181,0.5217,0.5397,0.5675,0.43
W2.0|K120|s42|a0.01,0.5181,0.5217,0.5397,0.5675,0.43
K150|adasyn|a0.01|s13,0.5181,0.5217,0.4524,0.5675,0.23
MLP_s33_a0.001_lr0.0005,0.5181,0.5217,0.4683,0.5278,0.52
MLP_s277_a0.01_lr0.0005,0.5181,0.5217,0.4762,0.5675,0.1
K90|adasyn|a0.05|s99,0.5181,0.5217,0.4365,0.5278,0.34
MLP_s41_a0.05_lr0.0005,0.5181,0.5217,0.4206,0.5278,0.34
MLP_s41_a0.01_lr0.0005,0.5181,0.5217,0.4206,0.5278,0.34
W4.0|K80|s13|a0.01,0.5181,0.5217,0.4444,0.5278,0.32
W4.0|K80|s13|a0.05,0.5181,0.5217,0.4365,0.5278,0.31
W6.0|K80|s13|a0.05,0.5181,0.5217,0.4365,0.5278,0.31
W6.0|K80|s13|a0.01,0.5181,0.5217,0.4444,0.5278,0.32
W6.0|K80|s13|a0.001,0.5181,0.5217,0.4524,0.5278,0.32
W4.0|K80|s13|a0.001,0.5181,0.5217,0.4524,0.5278,0.32
MLP_s153_a0.05_lr0.001,0.5181,0.5217,0.4365,0.5278,0.2
MLP_s185_a0.05_lr0.0005,0.5181,0.5217,0.3571,0.5278,0.29
MLP_s185_a0.05_lr0.001,0.5181,0.5217,0.3492,0.5278,0.29
MLP_s185_a0.01_lr0.0005,0.5181,0.5217,0.373,0.5278,0.33
MLP_s185_a0.001_lr0.001,0.5181,0.5217,0.3651,0.5278,0.29
MLP_s185_a0.01_lr0.001,0.5181,0.5217,0.3571,0.5278,0.29
W4.0|K120|s42|a0.001,0.5181,0.5217,0.5397,0.5675,0.43
W3.0|K120|s42|a0.05,0.5181,0.5217,0.5397,0.5675,0.43
W3.0|K80|s13|a0.01,0.5181,0.5217,0.4444,0.5278,0.32
MLP_s153_a0.01_lr0.001,0.5181,0.5217,0.4206,0.5278,0.18
W4.0|K120|s42|a0.01,0.5181,0.5217,0.5397,0.5675,0.43
W3.0|K80|s13|a0.001,0.5181,0.5217,0.4524,0.5278,0.32
MLP_s30_a0.01_lr0.001,0.5181,0.5217,0.4444,0.5278,0.27
W3.0|K80|s13|a0.05,0.5181,0.5217,0.4365,0.5278,0.31
MLP_s277_a0.001_lr0.0005,0.5181,0.5217,0.4683,0.5675,0.1
W3.0|K120|s42|a0.01,0.5181,0.5217,0.5397,0.5675,0.43
K150|smote|a0.01|s42,0.5181,0.5217,0.3889,0.5278,0.17
W2.0|K120|s42|a0.05,0.5181,0.5217,0.5397,0.5675,0.43
MLP_s142_a0.001_lr0.001,0.5181,0.5217,0.4524,0.5278,0.3
MLP_s142_a0.05_lr0.001,0.5181,0.5217,0.4603,0.5278,0.28
W5.0|K80|s13|a0.01,0.5181,0.5217,0.4444,0.5278,0.32
W5.0|K80|s13|a0.05,0.5181,0.5217,0.4365,0.5278,0.31
K150|adasyn|a0.001|s13,0.5181,0.5217,0.4524,0.5675,0.23
K150|smote|a0.001|s42,0.5181,0.5217,0.381,0.5278,0.16
K150|adasyn|a0.05|s13,0.5181,0.5217,0.4524,0.5675,0.23
W5.0|K80|s13|a0.001,0.5181,0.5217,0.4524,0.5278,0.32
MLP_s41_a0.001_lr0.0005,0.5181,0.5217,0.4206,0.5278,0.34
MLP_s105_a0.05_lr0.001,0.5181,0.5217,0.4524,0.5278,0.34
MLP_s176_a0.01_lr0.001,0.5181,0.5217,0.4762,0.5278,0.37
K150|smote|a0.05|s42,0.5181,0.5217,0.3889,0.5278,0.18
MLP_s287_a0.001_lr0.0005,0.5181,0.5217,0.4603,0.5278,0.13
MLP_s105_a0.001_lr0.001,0.5181,0.5217,0.4524,0.5278,0.34
MLP_s188_a0.05_lr0.001,0.5181,0.5217,0.373,0.5278,0.18
MLP_s188_a0.05_lr0.0005,0.5181,0.5217,0.3651,0.5278,0.2
MLP_s188_a0.01_lr0.001,0.5181,0.5217,0.3889,0.5278,0.17
MLP_s188_a0.01_lr0.0005,0.5181,0.5217,0.3651,0.5278,0.2
MLP_s188_a0.001_lr0.0005,0.5181,0.5217,0.3651,0.5278,0.2
MLP_s27_a0.01_lr0.0005,0.5181,0.5217,0.4048,0.5278,0.24
SM_K150|enn|s76|a0.05,0.5181,0.5217,0.4206,0.5278,0.54
MLP_s25_a0.01_lr0.001,0.5181,0.5217,0.4683,0.5278,0.1
MLP_s105_a0.01_lr0.001,0.5181,0.5217,0.4524,0.5278,0.34
MLP_s261_a0.01_lr0.0005,0.5181,0.5217,0.3968,0.5278,0.31
MLP_s261_a0.001_lr0.0005,0.5181,0.5217,0.3889,0.5278,0.31
MLP_s77_a0.01_lr0.0005,0.5181,0.5217,0.4048,0.5278,0.1
MLP_s261_a0.01_lr0.001,0.5181,0.5217,0.4365,0.5278,0.32
MLP_s261_a0.05_lr0.001,0.5181,0.5217,0.4127,0.5278,0.29
MLP_s261_a0.05_lr0.0005,0.5181,0.5217,0.3889,0.5278,0.3
MLP_s1_a0.05_lr0.001,0.5181,0.5217,0.4524,0.5278,0.1
MLP_s4_a0.05_lr0.001,0.5175,0.6087,0.4206,0.5397,0.89
MLP_s4_a0.01_lr0.001,0.5175,0.6087,0.4206,0.5397,0.88
MLP_s4_a0.001_lr0.001,0.5175,0.6087,0.4206,0.5397,0.87
MLP_s4_a0.001_lr0.0005,0.5175,0.6087,0.4206,0.5397,0.83
MLP_s77_a0.01_lr0.001,0.5175,0.6087,0.4127,0.5397,0.47
MLP_s285_a0.05_lr0.0005,0.5175,0.6087,0.4524,0.5397,0.52
MLP_s141_a0.05_lr0.0005,0.5175,0.6087,0.4683,0.5397,0.64
MLP_s141_a0.01_lr0.0005,0.5175,0.6087,0.4683,0.5397,0.64
MLP_s71_a0.01_lr0.001,0.5175,0.6087,0.4444,0.5397,0.89
MLP_s196_a0.05_lr0.0005,0.5175,0.6087,0.4524,0.5397,0.52
MLP_s196_a0.01_lr0.0005,0.5175,0.6087,0.4444,0.5397,0.52
MLP_s196_a0.001_lr0.0005,0.5175,0.6087,0.4524,0.5397,0.52
MLP_s176_a0.05_lr0.0005,0.5175,0.6087,0.4524,0.5397,0.52
MLP_s292_a0.05_lr0.001,0.5175,0.6087,0.4127,0.5397,0.52
MLP_s285_a0.01_lr0.0005,0.5175,0.6087,0.4365,0.5397,0.5
MLP_s285_a0.001_lr0.0005,0.5175,0.6087,0.4365,0.5397,0.5
MLP_s241_a0.05_lr0.0005,0.5175,0.6087,0.3889,0.5397,0.58
MLP_s241_a0.01_lr0.0005,0.5175,0.6087,0.3968,0.5397,0.58
MLP_s241_a0.001_lr0.0005,0.5175,0.6087,0.3968,0.5397,0.58
MLP_s101_a0.01_lr0.001,0.5175,0.6087,0.4127,0.5397,0.79
MLP_s101_a0.01_lr0.0005,0.5175,0.6087,0.4524,0.5397,0.75
MLP_s254_a0.05_lr0.001,0.5175,0.6087,0.4683,0.5397,0.56
MLP_s254_a0.01_lr0.001,0.5175,0.6087,0.4603,0.5397,0.58
MLP_s176_a0.01_lr0.0005,0.5175,0.6087,0.4365,0.5397,0.56
MLP_s176_a0.001_lr0.0005,0.5175,0.6087,0.4286,0.5397,0.56
K200|smote|a0.05|s42,0.5175,0.6087,0.4921,0.5397,0.76
MLP_s101_a0.05_lr0.001,0.5175,0.6087,0.4286,0.5397,0.79
MLP_s141_a0.001_lr0.0005,0.5175,0.6087,0.4683,0.5397,0.64
MLP_s59_a0.01_lr0.001,0.5175,0.6087,0.4286,0.5397,0.62
MLP_s59_a0.01_lr0.0005,0.5175,0.6087,0.4286,0.5397,0.64
MLP_s59_a0.001_lr0.001,0.5175,0.6087,0.4206,0.5397,0.6
MLP_s59_a0.001_lr0.0005,0.5175,0.6087,0.4286,0.5397,0.64
MLP_s59_a0.05_lr0.001,0.5175,0.6087,0.4206,0.5397,0.61
MLP_s59_a0.05_lr0.0005,0.5175,0.6087,0.4286,0.5397,0.65
MLP_s89_a0.001_lr0.0005,0.5175,0.6087,0.4365,0.5397,0.55
MLP_s299_a0.01_lr0.0005,0.5175,0.6087,0.4127,0.5397,0.57
MLP_s47_a0.05_lr0.0005,0.5175,0.6087,0.4524,0.5397,0.49
MLP_s47_a0.01_lr0.0005,0.5175,0.6087,0.4524,0.5397,0.49
MLP_s47_a0.001_lr0.0005,0.5175,0.6087,0.4524,0.5397,0.49
MLP_s101_a0.05_lr0.0005,0.5175,0.6087,0.4683,0.5397,0.75
MLP_s101_a0.001_lr0.001,0.5175,0.6087,0.4127,0.5397,0.8
MLP_s101_a0.001_lr0.0005,0.5175,0.6087,0.4762,0.5397,0.76
K70|border|a0.01|s76,0.5175,0.6087,0.373,0.5397,0.5
K70|border|a0.001|s76,0.5175,0.6087,0.373,0.5397,0.5
K70|border|a0.05|s76,0.5175,0.6087,0.373,0.5397,0.5
MLP_s28_a0.001_lr0.0005,0.5175,0.6087,0.3889,0.5397,0.64
MLP_s171_a0.05_lr0.001,0.5175,0.6087,0.4127,0.5397,0.49
K80|tomek|a0.05|s42,0.5175,0.6087,0.4127,0.5397,0.6
K80|tomek|a0.01|s42,0.5175,0.6087,0.4048,0.5397,0.6
K80|tomek|a0.001|s42,0.5175,0.6087,0.4048,0.5397,0.6
K80|tomek|a0.001|s76,0.5175,0.6087,0.373,0.5397,0.5
MLP_s14_a0.05_lr0.0005,0.5175,0.6087,0.4127,0.5397,0.52
MLP_s14_a0.01_lr0.0005,0.5175,0.6087,0.4127,0.5397,0.52
MLP_s14_a0.001_lr0.0005,0.5175,0.6087,0.4127,0.5397,0.52
MLP_s28_a0.05_lr0.0005,0.5175,0.6087,0.381,0.5397,0.62
MLP_s28_a0.01_lr0.001,0.5175,0.6087,0.381,0.5397,0.75
MLP_s28_a0.01_lr0.0005,0.5175,0.6087,0.3889,0.5397,0.63
MLP_s28_a0.001_lr0.001,0.5175,0.6087,0.4048,0.5397,0.79
SM_K150|enn|s0|a0.001,0.5175,0.6087,0.3651,0.5397,0.5
SM_K150|enn|s0|a0.05,0.5175,0.6087,0.3571,0.5397,0.5
K80|tomek|a0.05|s76,0.5175,0.6087,0.373,0.5397,0.5
MLP_s171_a0.01_lr0.001,0.5175,0.6087,0.4127,0.5397,0.49
MLP_s171_a0.001_lr0.001,0.5175,0.6087,0.4127,0.5397,0.49
MLP_s77_a0.001_lr0.001,0.5175,0.6087,0.4048,0.5397,0.47
MLP_s77_a0.05_lr0.001,0.5175,0.6087,0.4048,0.5397,0.47
SM_K150|enn|s0|a0.01,0.5175,0.6087,0.3651,0.5397,0.5
SM_K120|enn|s13|a0.001,0.5068,0.5217,0.4683,0.5873,0.57
MLP_s106_a0.05_lr0.0005,0.5068,0.5217,0.4921,0.5079,0.21
MLP_s275_a0.01_lr0.001,0.5068,0.5217,0.4841,0.5079,0.59
MLP_s123_a0.05_lr0.001,0.5068,0.5217,0.4841,0.5079,0.8
MLP_s284_a0.05_lr0.001,0.5068,0.5217,0.3492,0.5079,0.32
MLP_s284_a0.01_lr0.0005,0.5068,0.5217,0.381,0.5079,0.4
MLP_s123_a0.01_lr0.001,0.5068,0.5217,0.4921,0.5079,0.85
K60|adasyn|a0.001|s13,0.5068,0.5217,0.4206,0.5079,0.45
MLP_s130_a0.01_lr0.001,0.5068,0.5217,0.4683,0.5079,0.1
MLP_s176_a0.05_lr0.001,0.5068,0.5217,0.4683,0.5079,0.4
MLP_s106_a0.01_lr0.0005,0.5068,0.5217,0.4762,0.5079,0.22
MLP_s284_a0.001_lr0.001,0.5068,0.5217,0.3571,0.5079,0.32
K120|tomek|a0.05|s42,0.5068,0.5217,0.4524,0.5873,0.35
MLP_s197_a0.01_lr0.001,0.5068,0.5217,0.3571,0.5079,0.45
MLP_s116_a0.001_lr0.0005,0.5068,0.5217,0.373,0.5079,0.52
MLP_s116_a0.01_lr0.0005,0.5068,0.5217,0.373,0.5079,0.52
SM_K120|enn|s13|a0.05,0.5068,0.5217,0.4603,0.5873,0.57
MLP_s181_a0.001_lr0.0005,0.5068,0.5217,0.4444,0.5079,0.41
MLP_s30_a0.05_lr0.001,0.5068,0.5217,0.4524,0.5079,0.3
MLP_s130_a0.001_lr0.001,0.5068,0.5217,0.4762,0.5079,0.11
K60|adasyn|a0.01|s13,0.5068,0.5217,0.4206,0.5079,0.45
MLP_s133_a0.01_lr0.001,0.5068,0.5217,0.373,0.5079,0.34
MLP_s82_a0.01_lr0.0005,0.5068,0.5217,0.4048,0.5079,0.47
MLP_s82_a0.001_lr0.0005,0.5068,0.5217,0.4048,0.5079,0.47
MLP_s82_a0.05_lr0.0005,0.5068,0.5217,0.4048,0.5079,0.47
MLP_s30_a0.001_lr0.001,0.5068,0.5217,0.4286,0.5079,0.29
K90|adasyn|a0.001|s99,0.5068,0.5217,0.4048,0.5079,0.37
SM_K150|smote|s76|a0.01,0.5068,0.5217,0.4524,0.5873,0.1
MLP_s5_a0.001_lr0.001,0.5068,0.5217,0.4603,0.5079,0.37
SM_K150|smote|s76|a0.05,0.5068,0.5217,0.4762,0.5873,0.1
K120|tomek|a0.001|s42,0.5068,0.5217,0.4762,0.5873,0.35
MLP_s53_a0.05_lr0.0005,0.5068,0.5217,0.3889,0.5079,0.28
K120|smote|a0.05|s0,0.5068,0.5217,0.4048,0.5079,0.44
SM_K120|enn|s13|a0.01,0.5068,0.5217,0.4683,0.5873,0.57
MLP_s27_a0.05_lr0.0005,0.5068,0.5217,0.4127,0.5079,0.46
MLP_s22_a0.001_lr0.0005,0.5068,0.5217,0.3889,0.5079,0.37
K120|smote|a0.01|s0,0.5068,0.5217,0.4048,0.5079,0.44
MLP_s197_a0.001_lr0.001,0.5068,0.5217,0.3571,0.5079,0.45
K120|smote|a0.001|s0,0.5068,0.5217,0.4048,0.5079,0.44
MLP_s112_a0.001_lr0.0005,0.4889,0.6522,0.381,0.5556,0.87
MLP_s112_a0.05_lr0.001,0.4889,0.6522,0.3889,0.5556,0.7
MLP_s112_a0.001_lr0.001,0.4889,0.6522,0.4127,0.5556,0.69
MLP_s112_a0.05_lr0.0005,0.4889,0.6522,0.381,0.5556,0.86
MLP_s112_a0.01_lr0.0005,0.4889,0.6522,0.381,0.5556,0.87
MLP_s61_a0.05_lr0.0005,0.4889,0.6522,0.3413,0.5556,0.56
MLP_s61_a0.05_lr0.001,0.4889,0.6522,0.4365,0.5556,0.59
K110|border|a0.001|s42,0.4889,0.6522,0.3571,0.5556,0.56
K110|border|a0.01|s42,0.4889,0.6522,0.3571,0.5556,0.56
K110|border|a0.05|s42,0.4889,0.6522,0.3571,0.5556,0.56
K70|tomek|a0.001|s42,0.4889,0.6522,0.4524,0.5556,0.62
K70|tomek|a0.001|s99,0.4889,0.6522,0.4365,0.5556,0.54
K150|adasyn|a0.05|s99,0.4889,0.6522,0.4444,0.5556,0.68
K70|tomek|a0.01|s42,0.4889,0.6522,0.4524,0.5556,0.62
K70|tomek|a0.05|s99,0.4889,0.6522,0.4365,0.5556,0.54
MLP_s241_a0.01_lr0.001,0.4889,0.6522,0.3889,0.5556,0.62
MLP_s241_a0.05_lr0.001,0.4889,0.6522,0.3968,0.5556,0.62
MLP_s130_a0.01_lr0.0005,0.4889,0.6522,0.4048,0.5556,0.6
MLP_s180_a0.05_lr0.001,0.4889,0.6522,0.4603,0.5556,0.59
MLP_s180_a0.001_lr0.001,0.4889,0.6522,0.4365,0.5556,0.59
K70|tomek|a0.01|s99,0.4889,0.6522,0.4127,0.5556,0.55
MLP_s241_a0.001_lr0.001,0.4889,0.6522,0.3889,0.5556,0.62
K130|smote|a0.05|s0,0.4889,0.6522,0.3333,0.5556,0.73
K130|smote|a0.01|s0,0.4889,0.6522,0.3492,0.5556,0.73
K130|border|a0.01|s0,0.4889,0.6522,0.373,0.5556,0.61
MLP_s155_a0.001_lr0.0005,0.4889,0.6522,0.3889,0.5556,0.59
MLP_s155_a0.01_lr0.0005,0.4889,0.6522,0.3889,0.5556,0.59
MLP_s155_a0.05_lr0.0005,0.4889,0.6522,0.3889,0.5556,0.59
MLP_s61_a0.001_lr0.001,0.4889,0.6522,0.4286,0.5556,0.58
MLP_s61_a0.001_lr0.0005,0.4889,0.6522,0.3413,0.5556,0.56
MLP_s61_a0.01_lr0.0005,0.4889,0.6522,0.3413,0.5556,0.56
K130|border|a0.001|s0,0.4889,0.6522,0.373,0.5556,0.61
K130|border|a0.05|s0,0.4889,0.6522,0.373,0.5556,0.61
K130|smote|a0.001|s0,0.4889,0.6522,0.3492,0.5556,0.73
SM_K150|border|s76|a0.05,0.4889,0.6522,0.3889,0.5556,0.79
SM_K150|border|s76|a0.01,0.4889,0.6522,0.3889,0.5556,0.8
SM_K150|border|s76|a0.001,0.4889,0.6522,0.3889,0.5556,0.79
MLP_s116_a0.05_lr0.001,0.4868,0.5217,0.381,0.4881,0.51
MLP_s163_a0.05_lr0.001,0.4868,0.5217,0.4524,0.4881,0.64
W2.0|K80|s42|a0.05,0.4868,0.5217,0.3492,0.4881,0.53
MLP_s167_a0.05_lr0.001,0.4868,0.5217,0.4841,0.4881,0.59
W6.0|K80|s42|a0.05,0.4868,0.5217,0.3492,0.4881,0.53
MLP_s292_a0.01_lr0.0005,0.4868,0.5217,0.3889,0.4881,0.49
MLP_s292_a0.001_lr0.0005,0.4868,0.5217,0.3889,0.4881,0.5
MLP_s292_a0.05_lr0.0005,0.4868,0.5217,0.4048,0.4881,0.5
MLP_s45_a0.05_lr0.001,0.4868,0.5217,0.4286,0.4881,0.55
MLP_s262_a0.01_lr0.001,0.4868,0.5217,0.381,0.4881,0.5
MLP_s262_a0.01_lr0.0005,0.4868,0.5217,0.4048,0.4881,0.56
MLP_s262_a0.001_lr0.001,0.4868,0.5217,0.381,0.4881,0.5
MLP_s262_a0.001_lr0.0005,0.4868,0.5217,0.4048,0.4881,0.56
MLP_s116_a0.001_lr0.001,0.4868,0.5217,0.3889,0.4881,0.51
MLP_s116_a0.01_lr0.001,0.4868,0.5217,0.3889,0.4881,0.51
W5.0|K80|s42|a0.001,0.4868,0.5217,0.3492,0.4881,0.53
K80|border|a0.05|s76,0.4868,0.5217,0.373,0.4881,0.48
K80|tomek|a0.001|s99,0.4868,0.5217,0.3571,0.4881,0.54
K80|smote|a0.05|s0,0.4868,0.5217,0.4206,0.4881,0.54
K80|border|a0.001|s76,0.4868,0.5217,0.381,0.4881,0.48
K80|border|a0.01|s76,0.4868,0.5217,0.373,0.4881,0.48
MLP_s259_a0.001_lr0.0005,0.4868,0.5217,0.4286,0.4881,0.45
MLP_s262_a0.05_lr0.001,0.4868,0.5217,0.373,0.4881,0.49
MLP_s259_a0.01_lr0.0005,0.4868,0.5217,0.4286,0.4881,0.45
MLP_s259_a0.001_lr0.001,0.4868,0.5217,0.4286,0.4881,0.45
W2.0|K80|s42|a0.001,0.4868,0.5217,0.3492,0.4881,0.53
W2.0|K80|s42|a0.01,0.4868,0.5217,0.3492,0.4881,0.53
W3.0|K80|s42|a0.05,0.4868,0.5217,0.3492,0.4881,0.53
K90|tomek|a0.01|s76,0.4868,0.5217,0.4206,0.4881,0.46
K70|border|a0.01|s13,0.4868,0.5217,0.4048,0.4881,0.43
MLP_s179_a0.01_lr0.0005,0.4868,0.5217,0.4444,0.4881,0.52
K80|smote|a0.001|s0,0.4868,0.5217,0.4127,0.4881,0.54
SM_K80|enn|s13|a0.001,0.4868,0.5217,0.3571,0.4881,0.53
SM_K80|enn|s13|a0.01,0.4868,0.5217,0.3492,0.4881,0.53
MLP_s70_a0.001_lr0.001,0.4868,0.5217,0.3968,0.4881,0.52
MLP_s73_a0.001_lr0.0005,0.4868,0.5217,0.3492,0.4881,0.51
MLP_s31_a0.001_lr0.001,0.4868,0.5217,0.4444,0.4881,0.49
W4.0|K80|s42|a0.01,0.4868,0.5217,0.3492,0.4881,0.53
W4.0|K80|s42|a0.001,0.4868,0.5217,0.3492,0.4881,0.53
MLP_s70_a0.01_lr0.001,0.4868,0.5217,0.4048,0.4881,0.52
MLP_s70_a0.05_lr0.001,0.4868,0.5217,0.3968,0.4881,0.52
MLP_s61_a0.01_lr0.001,0.4868,0.5217,0.4365,0.4881,0.47
K110|tomek|a0.05|s42,0.4868,0.5217,0.4127,0.4881,0.49
K200|smote|a0.05|s76,0.4868,0.5217,0.3889,0.4881,0.4
W6.0|K80|s42|a0.01,0.4868,0.5217,0.3492,0.4881,0.53
K200|smote|a0.01|s76,0.4868,0.5217,0.3968,0.4881,0.39
W6.0|K80|s42|a0.001,0.4868,0.5217,0.3492,0.4881,0.53
MLP_s167_a0.001_lr0.001,0.4868,0.5217,0.4762,0.4881,0.6
MLP_s73_a0.01_lr0.0005,0.4868,0.5217,0.3492,0.4881,0.51
MLP_s147_a0.05_lr0.0005,0.4868,0.5217,0.4048,0.4881,0.54
W5.0|K80|s42|a0.05,0.4868,0.5217,0.3492,0.4881,0.53
MLP_s179_a0.001_lr0.0005,0.4868,0.5217,0.4444,0.4881,0.52
W5.0|K80|s42|a0.01,0.4868,0.5217,0.3492,0.4881,0.53
K200|smote|a0.001|s76,0.4868,0.5217,0.381,0.4881,0.41
W4.0|K80|s42|a0.05,0.4868,0.5217,0.3492,0.4881,0.53
SM_K80|enn|s13|a0.05,0.4868,0.5217,0.3413,0.4881,0.53
K90|smote|a0.001|s0,0.4868,0.5217,0.3968,0.4881,0.48
K90|smote|a0.01|s0,0.4868,0.5217,0.3968,0.4881,0.48
K90|smote|a0.05|s0,0.4868,0.5217,0.3968,0.4881,0.48
K80|tomek|a0.01|s99,0.4868,0.5217,0.3571,0.4881,0.54
K80|tomek|a0.05|s99,0.4868,0.5217,0.3571,0.4881,0.54
MLP_s179_a0.05_lr0.0005,0.4868,0.5217,0.4524,0.4881,0.52
K90|tomek|a0.001|s76,0.4868,0.5217,0.4048,0.4881,0.46
W3.0|K80|s42|a0.01,0.4868,0.5217,0.3492,0.4881,0.53
K80|smote|a0.01|s0,0.4868,0.5217,0.4206,0.4881,0.54
MLP_s262_a0.05_lr0.0005,0.4868,0.5217,0.4048,0.4881,0.56
W3.0|K80|s42|a0.001,0.4868,0.5217,0.3492,0.4881,0.53
MLP_s277_a0.05_lr0.001,0.4866,0.5652,0.4762,0.504,0.77
MLP_s159_a0.05_lr0.0005,0.4866,0.5652,0.3492,0.504,0.46
MLP_s30_a0.001_lr0.0005,0.4866,0.5652,0.4524,0.504,0.69
MLP_s30_a0.01_lr0.0005,0.4866,0.5652,0.4444,0.504,0.69
K80|border|a0.05|s99,0.4866,0.5652,0.3254,0.504,0.52
K80|tomek|a0.01|s76,0.4866,0.5652,0.3651,0.504,0.49
